Date,Division Letter,SD Letter,Area Commands,House Gatherings Attended,House Gatherings in Breach of Restrictions,FPNS,Arrests,House Gatherings involving Students
28/08/2020,A,AK,Aberdeen City North,1,,0,0,
28/08/2020,A,AV,Aberdeenshire South,1,,0,0,
28/08/2020,P,PA,Central,1,,0,0,
28/08/2020,C,CA,Clackmannanshire,1,,0,0,
28/08/2020,V,VA,Dumfriesshire,1,,0,0,
28/08/2020,D,DC,Dundee,1,,0,0,
28/08/2020,U,UC,East Ayrshire,2,,0,0,
28/08/2020,G,GJ,East Dunbartonshire,1,,0,0,
28/08/2020,C,CF,Falkirk,1,,0,0,
28/08/2020,G,GF,Glasgow North,1,,0,0,
28/08/2020,G,GD,Glasgow South East,3,,0,0,
28/08/2020,Q,QB,Hamilton & Clydesdale,1,,0,0,
28/08/2020,N,NA,Inverness,2,,0,0,
28/08/2020,J,JL,Midlothian,1,,0,0,
28/08/2020,Q,QG,Monklands & Cumbernauld,3,,0,0,
28/08/2020,A,AE,Moray,1,,0,0,
28/08/2020,Q,QE,"Motherwell, Wishaw and Bellshill",1,,0,0,
28/08/2020,U,UA,North Ayrshire,1,,0,0,
28/08/2020,E,ED,North East,1,,0,0,
28/08/2020,N,NE,North Highlands,1,,0,0,
28/08/2020,E,EN,North West,3,1,0,0,
28/08/2020,K,KA,Paisley,1,,0,0,
28/08/2020,D,DP,Perth & Kinross,1,,0,0,
28/08/2020,J,JB,Scottish Borders,2,,0,0,
28/08/2020,E,EC,South East,1,,0,0,
28/08/2020,N,NB,South Highlands,1,,0,0,
28/08/2020,E,ES,South West,1,,0,0,
28/08/2020,C,CS,Stirling,2,1,0,0,
28/08/2020,P,PD,West,1,,0,0,
28/08/2020,L,LA,West Dumbartonshire,4,,0,0,
29/08/2020,A,AK,Aberdeen City North,4,,0,0,
29/08/2020,A,AU,Aberdeen City South,2,,0,0,
29/08/2020,A,AP,Aberdeenshire North,2,,0,0,
29/08/2020,D,DE,Angus,2,,0,0,
29/08/2020,P,PA,Central,2,,0,0,
29/08/2020,C,CA,Clackmannanshire,1,,0,0,
29/08/2020,D,DC,Dundee,10,,0,0,
29/08/2020,P,PB,East,1,,0,0,
29/08/2020,U,UC,East Ayrshire,5,,0,0,
29/08/2020,G,GJ,East Dunbartonshire,1,1,5,2,
29/08/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",7,,0,0,
29/08/2020,J,JE,East Lothian,3,,0,0,
29/08/2020,G,GC,East Renfrewshire,3,,0,0,
29/08/2020,C,CF,Falkirk,10,,0,0,
29/08/2020,G,GP,Glasgow City Centre,1,,0,0,
29/08/2020,G,GK,Glasgow East,13,,0,0,
29/08/2020,G,GF,Glasgow North,2,,0,0,
29/08/2020,G,GU,Glasgow North West,6,,0,0,
29/08/2020,G,GD,Glasgow South East,4,,0,0,
29/08/2020,G,GA,Glasgow South West,10,,0,0,
29/08/2020,Q,QB,Hamilton & Clydesdale,3,,0,0,
29/08/2020,K,KC,Inverclyde,4,,0,0,
29/08/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",3,,0,0,
29/08/2020,J,JL,Midlothian,6,,0,0,
29/08/2020,Q,QG,Monklands & Cumbernauld,6,,0,0,
29/08/2020,A,AE,Moray,1,,0,0,
29/08/2020,Q,QE,"Motherwell, Wishaw and Bellshill",2,,0,0,
29/08/2020,U,UA,North Ayrshire,5,,0,0,
29/08/2020,E,ED,North East,8,,0,0,
29/08/2020,N,NE,North Highlands,4,,0,0,
29/08/2020,E,EN,North West,2,,0,0,
29/08/2020,N,NK,Orkney,1,,0,0,
29/08/2020,K,KA,Paisley,6,,0,0,
29/08/2020,D,DP,Perth & Kinross,4,,0,0,
29/08/2020,K,KB,Renfrew,2,,0,0,
29/08/2020,J,JB,Scottish Borders,2,,0,0,
29/08/2020,E,EC,South East,5,,0,0,
29/08/2020,U,UD,South Ayrshire,4,,0,0,
29/08/2020,E,ES,South West,10,,0,0,
29/08/2020,C,CS,Stirling,5,,0,0,
29/08/2020,P,PD,West,5,,0,0,
29/08/2020,L,LA,West Dumbartonshire,6,,0,0,
29/08/2020,J,JG,West Lothian,3,,0,0,
30/08/2020,A,AK,Aberdeen City North,2,,0,0,
30/08/2020,A,AU,Aberdeen City South,1,,0,0,
30/08/2020,A,AP,Aberdeenshire North,1,,0,0,
30/08/2020,A,AV,Aberdeenshire South,1,,0,0,
30/08/2020,C,CA,Clackmannanshire,3,,0,0,
30/08/2020,D,DC,Dundee,5,,0,0,
30/08/2020,U,UC,East Ayrshire,2,,0,0,
30/08/2020,G,GC,East Renfrewshire,1,,0,0,
30/08/2020,C,CF,Falkirk,1,,0,0,
30/08/2020,G,GP,Glasgow City Centre,1,,0,0,
30/08/2020,G,GK,Glasgow East,3,,0,0,
30/08/2020,G,GF,Glasgow North,2,,0,0,
30/08/2020,G,GU,Glasgow North West,2,,0,0,
30/08/2020,G,GD,Glasgow South East,3,,0,0,
30/08/2020,G,GA,Glasgow South West,7,,0,0,
30/08/2020,Q,QB,Hamilton & Clydesdale,3,,0,0,
30/08/2020,K,KC,Inverclyde,2,,0,0,
30/08/2020,N,NA,Inverness,2,,0,0,
30/08/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",1,,0,0,
30/08/2020,J,JL,Midlothian,1,,0,0,
30/08/2020,Q,QG,Monklands & Cumbernauld,2,,0,0,
30/08/2020,A,AE,Moray,2,,0,0,
30/08/2020,Q,QE,"Motherwell, Wishaw and Bellshill",2,,0,0,
30/08/2020,U,UA,North Ayrshire,3,,0,0,
30/08/2020,E,ED,North East,2,,0,0,
30/08/2020,E,EN,North West,3,2,0,0,
30/08/2020,K,KA,Paisley,3,,0,0,
30/08/2020,D,DP,Perth & Kinross,4,,0,0,
30/08/2020,J,JB,Scottish Borders,1,,0,0,
30/08/2020,E,EC,South East,1,,0,0,
30/08/2020,U,UD,South Ayrshire,2,,0,0,
30/08/2020,E,ES,South West,1,,0,0,
30/08/2020,P,PD,West,1,,0,0,
30/08/2020,L,LA,West Dumbartonshire,1,,0,0,
30/08/2020,J,JG,West Lothian,3,,0,0,
31/08/2020,,,,2,,0,0,
31/08/2020,G,GC,East Renfrewshire,1,,0,0,
31/08/2020,G,GD,Glasgow South East,1,,0,0,
31/08/2020,Q,QB,Hamilton & Clydesdale,2,1,0,1,
31/08/2020,U,UD,South Ayrshire,1,,0,0,
01/09/2020,,,,11,,0,0,
01/09/2020,U,UC,East Ayrshire,2,,0,0,
01/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,,0,0,
01/09/2020,G,GU,Glasgow North West,3,,0,0,
01/09/2020,U,UA,North Ayrshire,1,,0,0,
01/09/2020,K,KB,Renfrew,1,,0,0,
02/09/2020,,,,9,,0,0,
02/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,,0,0,
02/09/2020,G,GP,Glasgow City Centre,1,1,0,0,
02/09/2020,G,GK,Glasgow East,4,1,0,0,
02/09/2020,G,GF,Glasgow North,2,,0,0,
02/09/2020,G,GU,Glasgow North West,3,1,0,0,
02/09/2020,G,GD,Glasgow South East,1,,0,0,
02/09/2020,Q,QB,Hamilton & Clydesdale,2,,0,0,
02/09/2020,K,KC,Inverclyde,2,,0,0,
02/09/2020,U,UA,North Ayrshire,1,,0,0,
02/09/2020,U,UD,South Ayrshire,1,,0,0,
02/09/2020,L,LA,West Dumbartonshire,4,,0,0,
03/09/2020,,,,18,,0,0,
03/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,,0,0,
03/09/2020,G,GC,East Renfrewshire,1,,0,0,
03/09/2020,G,GK,Glasgow East,1,,0,0,
03/09/2020,G,GU,Glasgow North West,1,,0,0,
03/09/2020,G,GD,Glasgow South East,2,,0,0,
03/09/2020,G,GA,Glasgow South West,4,2,0,0,
03/09/2020,K,KC,Inverclyde,1,1,0,0,
03/09/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",1,,0,0,
03/09/2020,U,UA,North Ayrshire,1,,0,0,
04/09/2020,,,,101,,0,0,
04/09/2020,G,GJ,East Dunbartonshire,1,1,0,0,
04/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",2,,0,0,
04/09/2020,G,GC,East Renfrewshire,1,,0,0,
04/09/2020,G,GP,Glasgow City Centre,1,1,0,0,
04/09/2020,G,GF,Glasgow North,2,,0,0,
04/09/2020,G,GU,Glasgow North West,3,1,16,0,
04/09/2020,G,GD,Glasgow South East,3,1,0,0,
04/09/2020,G,GA,Glasgow South West,3,2,0,0,
04/09/2020,Q,QB,Hamilton & Clydesdale,2,,0,0,
04/09/2020,K,KC,Inverclyde,1,,0,0,
04/09/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",1,1,0,0,
04/09/2020,Q,QE,"Motherwell, Wishaw and Bellshill",1,1,0,0,
04/09/2020,U,UA,North Ayrshire,5,,0,0,
04/09/2020,K,KA,Paisley,2,,0,0,
04/09/2020,K,KB,Renfrew,1,,0,0,
04/09/2020,U,UD,South Ayrshire,1,,0,0,
05/09/2020,,,,36,,0,0,
05/09/2020,V,VA,Dumfriesshire,1,1,0,0,
05/09/2020,U,UC,East Ayrshire,6,,0,0,
05/09/2020,G,GJ,East Dunbartonshire,5,1,0,0,
05/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",6,1,0,0,
05/09/2020,G,GC,East Renfrewshire,3,,0,0,
05/09/2020,V,VG,Galloway,2,,0,0,
05/09/2020,G,GP,Glasgow City Centre,3,1,0,0,
05/09/2020,G,GK,Glasgow East,8,4,0,0,
05/09/2020,G,GF,Glasgow North,9,1,0,0,
05/09/2020,G,GU,Glasgow North West,2,2,0,0,
05/09/2020,G,GD,Glasgow South East,6,3,2,0,
05/09/2020,G,GA,Glasgow South West,9,1,0,0,
05/09/2020,Q,QB,Hamilton & Clydesdale,10,1,0,0,
05/09/2020,K,KC,Inverclyde,4,,0,0,
05/09/2020,Q,QG,Monklands & Cumbernauld,3,,0,0,
05/09/2020,Q,QE,"Motherwell, Wishaw and Bellshill",4,2,0,0,
05/09/2020,U,UA,North Ayrshire,2,,0,0,
05/09/2020,K,KA,Paisley,4,2,1,0,
05/09/2020,K,KB,Renfrew,5,2,0,0,
05/09/2020,U,UD,South Ayrshire,2,,0,0,
05/09/2020,L,LA,West Dumbartonshire,7,3,0,0,
06/09/2020,,,,43,,0,0,
06/09/2020,V,VA,Dumfriesshire,1,,0,0,
06/09/2020,U,UC,East Ayrshire,1,,0,0,
06/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,,0,0,
06/09/2020,G,GC,East Renfrewshire,4,,0,0,
06/09/2020,C,CF,Falkirk,1,,0,0,
06/09/2020,G,GP,Glasgow City Centre,3,2,1,0,
06/09/2020,G,GK,Glasgow East,5,2,1,0,
06/09/2020,G,GF,Glasgow North,5,1,0,0,
06/09/2020,G,GU,Glasgow North West,5,,0,0,
06/09/2020,G,GD,Glasgow South East,4,,0,0,
06/09/2020,G,GA,Glasgow South West,5,2,0,0,
06/09/2020,Q,QB,Hamilton & Clydesdale,4,1,0,0,
06/09/2020,L,LB,"Mid-Argyll, Kintyre, Oban, Lorn and the Islands",1,,0,0,
06/09/2020,Q,QG,Monklands & Cumbernauld,3,,0,0,
06/09/2020,Q,QE,"Motherwell, Wishaw and Bellshill",2,,0,0,
06/09/2020,U,UA,North Ayrshire,2,1,0,2,
06/09/2020,K,KA,Paisley,2,1,0,0,
06/09/2020,K,KB,Renfrew,6,1,0,0,
06/09/2020,E,EC,South East,2,,0,0,
06/09/2020,U,UD,South Ayrshire,1,1,0,0,
06/09/2020,L,LA,West Dumbartonshire,3,1,0,0,
07/09/2020,,,,1,,0,0,
07/09/2020,A,AK,Aberdeen City North,1,,0,0,
07/09/2020,C,CF,Falkirk,1,,0,0,
07/09/2020,G,GK,Glasgow East,3,,0,0,
07/09/2020,G,GF,Glasgow North,3,,0,0,
07/09/2020,G,GU,Glasgow North West,6,1,0,0,
07/09/2020,G,GD,Glasgow South East,2,1,0,0,
07/09/2020,U,UA,North Ayrshire,2,1,0,0,
07/09/2020,E,ED,North East,1,,0,0,
07/09/2020,E,EC,South East,5,,0,0,
07/09/2020,U,UD,South Ayrshire,1,1,0,0,
07/09/2020,N,NB,South Highlands,1,,0,0,
07/09/2020,C,CS,Stirling,1,,0,0,
07/09/2020,L,LA,West Dumbartonshire,1,1,0,0,
08/09/2020,A,AK,Aberdeen City North,3,,0,0,
08/09/2020,D,DC,Dundee,2,,0,0,
08/09/2020,P,PB,East,5,,0,0,2
08/09/2020,G,GJ,East Dunbartonshire,3,,0,0,
08/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,,0,0,
08/09/2020,G,GC,East Renfrewshire,1,,0,0,
08/09/2020,G,GP,Glasgow City Centre,1,,0,0,1
08/09/2020,G,GK,Glasgow East,1,,0,0,
08/09/2020,G,GU,Glasgow North West,3,1,1,0,
08/09/2020,G,GA,Glasgow South West,1,,0,0,
08/09/2020,Q,QB,Hamilton & Clydesdale,1,,0,0,
08/09/2020,N,NA,Inverness,2,1,1,0,
08/09/2020,E,EN,North West,1,,0,0,
08/09/2020,E,EC,South East,5,,0,0,
08/09/2020,E,ES,South West,1,,0,0,
09/09/2020,,,,10,,0,0,
09/09/2020,A,AK,Aberdeen City North,1,,0,0,
09/09/2020,U,UC,East Ayrshire,1,1,0,0,
09/09/2020,G,GP,Glasgow City Centre,1,,0,0,
09/09/2020,G,GU,Glasgow North West,6,3,0,0,1
09/09/2020,G,GA,Glasgow South West,1,1,0,0,
09/09/2020,E,ED,North East,1,,0,0,
09/09/2020,K,KA,Paisley,1,,0,0,
09/09/2020,E,EC,South East,1,,0,0,
09/09/2020,U,UD,South Ayrshire,1,,0,0,
09/09/2020,E,ES,South West,2,,0,0,
09/09/2020,L,LA,West Dumbartonshire,1,,0,0,
10/09/2020,,,,13,,0,0,
10/09/2020,A,AK,Aberdeen City North,1,,0,0,
10/09/2020,D,DE,Angus,2,,0,0,
10/09/2020,P,PA,Central,3,2,0,0,
10/09/2020,D,DC,Dundee,2,,0,0,1
10/09/2020,P,PB,East,3,1,0,0,1
10/09/2020,U,UC,East Ayrshire,2,2,0,0,
10/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",1,1,0,0,
10/09/2020,G,GU,Glasgow North West,2,,0,0,
10/09/2020,N,NA,Inverness,2,,0,0,
10/09/2020,U,UA,North Ayrshire,1,,0,0,
10/09/2020,E,ED,North East,1,1,1,0,
10/09/2020,D,DP,Perth & Kinross,1,,0,0,
10/09/2020,E,EC,South East,1,,0,0,1
10/09/2020,U,UD,South Ayrshire,3,2,0,0,
10/09/2020,E,ES,South West,1,1,0,0,1
10/09/2020,P,PD,West,1,1,0,0,
11/09/2020,A,AK,Aberdeen City North,1,,0,0,
11/09/2020,A,AU,Aberdeen City South,3,,0,0,1
11/09/2020,P,PA,Central,1,,0,0,
11/09/2020,D,DC,Dundee,2,,0,0,1
11/09/2020,P,PB,East,2,,0,0,
11/09/2020,J,JE,East Lothian,2,,0,0,
11/09/2020,C,CF,Falkirk,1,,0,0,
11/09/2020,G,GK,Glasgow East,2,1,0,0,
11/09/2020,G,GF,Glasgow North,3,,0,0,1
11/09/2020,G,GU,Glasgow North West,5,2,0,0,
11/09/2020,G,GD,Glasgow South East,4,1,0,0,
11/09/2020,G,GA,Glasgow South West,4,,0,0,
11/09/2020,Q,QB,Hamilton & Clydesdale,2,,0,0,
11/09/2020,J,JL,Midlothian,1,,0,0,
11/09/2020,Q,QG,Monklands & Cumbernauld,2,,0,0,
11/09/2020,Q,QE,"Motherwell, Wishaw and Bellshill",4,1,0,1,
11/09/2020,E,ED,North East,2,,0,0,
11/09/2020,N,NE,North Highlands,1,,0,0,
11/09/2020,E,EN,North West,1,,0,0,
11/09/2020,K,KA,Paisley,3,,0,0,
11/09/2020,D,DP,Perth & Kinross,1,,0,0,
11/09/2020,N,NL,Shetland,1,,0,0,
11/09/2020,E,EC,South East,4,2,0,0,2
11/09/2020,U,UD,South Ayrshire,3,,0,0,
11/09/2020,E,ES,South West,2,,0,0,1
11/09/2020,C,CS,Stirling,1,1,0,0,
11/09/2020,P,PD,West,2,,0,0,
11/09/2020,L,LA,West Dumbartonshire,1,,0,0,
12/09/2020,A,AK,Aberdeen City North,16,,0,0,
12/09/2020,A,AU,Aberdeen City South,5,,0,0,
12/09/2020,A,AP,Aberdeenshire North,2,,0,0,
12/09/2020,A,AV,Aberdeenshire South,2,,0,0,
12/09/2020,D,DE,Angus,2,,0,0,
12/09/2020,P,PA,Central,5,,0,0,
12/09/2020,C,CA,Clackmannanshire,2,,0,0,
12/09/2020,V,VA,Dumfriesshire,1,,0,0,
12/09/2020,D,DC,Dundee,4,,0,0,
12/09/2020,P,PB,East,3,,0,0,
12/09/2020,G,GJ,East Dunbartonshire,3,2,0,0,
12/09/2020,Q,QA,"East Kilbride, Cambuslang and Rutherglen",7,2,0,0,
12/09/2020,J,JE,East Lothian,2,,0,0,
12/09/2020,G,GC,East Renfrewshire,1,1,0,0,
12/09/2020,C,CF,Falkirk,8,,0,0,
12/09/2020,V,VG,Galloway,1,,0,0,
12/09/2020,G,GP,Glasgow City Centre,4,,0,0,
12/09/2020,G,GK,Glasgow East,9,3,1,0,
12/09/2020,G,GF,Glasgow North,6,,0,0,
12/09/2020,G,GU,Glasgow North West,5,,0,0,1
12/09/2020,G,GD,Glasgow South East,7,,0,0,
12/09/2020,G,GA,Glasgow South West,13,1,0,0,
12/09/2020,Q,QB,Hamilton & Clydesdale,7,1,0,0,
12/09/2020,K,KC,Inverclyde,1,1,0,0,
12/09/2020,N,NA,Inverness,6,,0,0,
12/09/2020,J,JL,Midlothian,4,,0,0,
12/09/2020,Q,QG,Monklands & Cumbernauld,7,3,0,0,
12/09/2020,A,AE,Moray,5,,0,0,
12/09/2020,Q,QE,"Motherwell, Wishaw and Bellshill",2,1,0,0,
12/09/2020,U,UA,North Ayrshire,1,,0,0,
12/09/2020,E,ED,North East,6,,0,0,
12/09/2020,N,NE,North Highlands,3,1,0,0,
12/09/2020,E,EN,North West,1,,0,0,
12/09/2020,N,NK,Orkney,2,,0,0,
12/09/2020,K,KA,Paisley,5,2,0,0,
12/09/2020,D,DP,Perth & Kinross,6,,0,0,
12/09/2020,K,KB,Renfrew,4,1,0,0,
12/09/2020,J,JB,Scottish Borders,2,,0,0,
12/09/2020,E,EC,South East,8,,0,0,1
12/09/2020,E,ES,South West,6,1,0,0,2
12/09/2020,C,CS,Stirling,6,1,0,0,1
12/09/2020,P,PD,West,2,,0,0,
12/09/2020,L,LA,West Dumbartonshire,8,,0,0,
12/09/2020,J,JG,West Lothian,3,,0,0,
12/09/2020,N,ND,Western Isles,4,,0,0,
13/09/2020,A,AK,Aberdeen City North,7,,0,0,
13/09/2020,A,AU,Aberdeen City South,1,,0,0,
13/09/2020,A,AP,Aberdeenshire North,5,,0,0,
13/09/2020,A,AV,Aberdeenshire South,1,,0,0,
13/09/2020,D,DE,Angus,1,,0,0,
13/09/2020,P,PA,Central,5,,0,0,
13/09/2020,V,VA,Dumfriesshire,2,,0,0,
13/09/2020,D,DC,Dundee,7,1,0,0,
13/09/2020,P,PB,East,3,,0,0,1
